"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"","90d7ebef-fd82-407b-b89c-d238c66bf85d","","","","","","67B15444CF3D0_Ash-2XL","Color","Ash","Size","2XL","","","","","","","","","46.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","742d951a-5d3f-4553-a3fb-963d24db5235","","","","","","67B15444CF3D0_Ash-3XL","Color","Ash","Size","3XL","","","","","","","","","50.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","96796184-6165-4fd4-990c-a197fdc345c6","","","","","","67B15444CF3D0_Ash-4XL","Color","Ash","Size","4XL","","","","","","","","","54.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","7ecb9d90-91ea-4423-99dd-093dabd6676e","","","","","","67B15444CF3D0_Ash-5XL","Color","Ash","Size","5XL","","","","","","","","","59.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","be786bd6-47db-4560-a9a5-278a09139451","","","","","","67B15444CF3D0_White-S","Color","White","Size","S","","","","","","","","","41.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","2ca2fac6-7973-45d7-aee4-149f14535561","","","","","","67B15444CF3D0_White-M","Color","White","Size","M","","","","","","","","","41.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","2ba75b57-7c2e-4551-833a-cffc0b04b1d1","","","","","","67B15444CF3D0_White-L","Color","White","Size","L","","","","","","","","","41.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","72451df6-0340-4db4-a469-21f5f9906d95","","","","","","67B15444CF3D0_White-XL","Color","White","Size","XL","","","","","","","","","41.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","22c4eb02-c754-486b-923d-bfdc449a9225","","","","","","67B15444CF3D0_White-2XL","Color","White","Size","2XL","","","","","","","","","46.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c24358e2-fb4c-405d-9c11-c29870c8cb9f","","","","","","67B15444CF3D0_White-3XL","Color","White","Size","3XL","","","","","","","","","50.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","93067f95-ae44-4891-9da8-29b2e3a26f74","","","","","","67B15444CF3D0_White-4XL","Color","White","Size","4XL","","","","","","","","","54.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","b459a2e8-1cfc-4197-894f-52df3fe06a3d","","","","","","67B15444CF3D0_White-5XL","Color","White","Size","5XL","","","","","","","","","59.00","0.00","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
